@relation CombinePD-CO

@attribute Total_Left numeric
@attribute Total_Right numeric
@attribute PD-Yes-Control-No {Yes,No}

@data
324.06,431.75,Yes
304.59,439.67,Yes
285.67,454.08,Yes
262.13,460.79,Yes
246.73,470.8,Yes
239.69,481.03,Yes
235.51,489.61,Yes
219.89,498.96,Yes
207.46,512.16,Yes
193.16,527.56,Yes
171.05,543.07,Yes
138.38,551.98,Yes
107.69,567.49,Yes
77.22,573.87,Yes
62.26,587.07,Yes
48.4,606.32,Yes
44,621.94,Yes
39.6,638,Yes
35.2,651.2,Yes
22,664.18,Yes
13.2,675.95,Yes
0,686.4,Yes
0,698.83,Yes
0,708.84,Yes
0,710.38,Yes
0,713.35,Yes
0,720.61,Yes
0,723.14,Yes
0,731.61,Yes
0,736.56,Yes
0,741.4,Yes
0,741.07,Yes
0,744.15,Yes
0,743.71,Yes
0,745.36,Yes
0,751.41,Yes
0,754.93,Yes
0,751.08,Yes
0,754.16,Yes
0,755.59,Yes
0,749.76,Yes
0,749.43,Yes
0,749.32,Yes
0,751.41,Yes
0,751.74,Yes
0,753.72,Yes
0,762.19,Yes
0,764.72,Yes
0,770.44,Yes
0,772.97,Yes
0,779.02,Yes
6.16,784.74,Yes
6.16,784.85,Yes
8.69,782.1,Yes
2.53,777.26,Yes
5.17,771.43,Yes
6.49,766.59,Yes
7.81,765.27,Yes
6.49,767.47,Yes
8.91,763.51,Yes
10.12,756.47,Yes
12.65,750.97,Yes
15.18,747.23,Yes
20.57,744.15,Yes
20.68,743.05,Yes
24.53,748.11,Yes
25.85,747.45,Yes
32.01,744.7,Yes
35.09,745.25,Yes
43.12,741.73,Yes
48.84,738.98,Yes
50.82,742.61,Yes
55.55,737.44,Yes
61.6,731.72,Yes
69.3,726.55,Yes
76.01,716.1,Yes
83.05,712.69,Yes
93.06,711.81,Yes
100.43,706.97,Yes
103.62,701.47,Yes
105.93,693.33,Yes
108.13,689.48,Yes
113.08,674.52,Yes
116.27,656.26,Yes
122.87,649,Yes
133.76,636.13,Yes
139.04,631.51,Yes
148.5,611.49,Yes
149.05,597.08,Yes
156.31,585.86,Yes
151.58,560.12,Yes
159.61,539.22,Yes
168.52,515.02,Yes
190.96,486.42,Yes
206.25,457.93,Yes
237.38,430.98,Yes
256.3,410.63,Yes
276.1,383.57,Yes
293.81,354.97,Yes
317.13,332.53,Yes
331.32,313.94,Yes
345.62,279.07,Yes
369.05,265.87,Yes
380.49,250.69,Yes
395.45,231.44,Yes
410.19,212.52,Yes
435.16,187.11,Yes
454.52,164.12,Yes
480.7,141.24,Yes
504.79,115.72,Yes
530.53,99.55,Yes
550.11,83.49,Yes
572.55,67.54,Yes
594.22,57.53,Yes
612.04,45.98,Yes
619.85,30.25,Yes
638.55,12.1,Yes
644.6,4.51,Yes
651.64,4.51,Yes
651.97,4.51,Yes
656.59,0,Yes
659.67,0,Yes
656.59,0,Yes
661.21,0,Yes
664.29,0,Yes
662.2,0,Yes
666.49,0,Yes
666.49,0,Yes
661.21,0,Yes
661.32,0,Yes
657.58,0,Yes
661.87,0,Yes
665.17,0,Yes
664.51,0,Yes
663.3,0,Yes
666.71,0,Yes
667.15,0,Yes
658.68,0,Yes
662.09,0,Yes
662.09,0,Yes
653.51,0,Yes
653.51,16.5,Yes
646.91,33.55,Yes
645.37,47.85,Yes
641.96,52.25,Yes
634.04,54.56,Yes
626.89,53.79,Yes
618.64,64.9,Yes
611.16,82.61,Yes
603.02,109.45,Yes
590.7,135.19,Yes
579.59,152.9,Yes
563.53,179.96,Yes
550.88,200.09,Yes
533.72,217.25,Yes
520.08,239.14,Yes
507.54,253.77,Yes
488.73,269.94,Yes
475.97,281.05,Yes
459.91,294.58,Yes
440.66,306.35,Yes
426.8,320.54,Yes
416.02,335.28,Yes
398.86,351.01,Yes
381.26,369.6,Yes
369.49,393.58,Yes
352.33,407.11,Yes
335.83,425.7,Yes
315.92,442.86,Yes
305.36,456.5,Yes
287.32,477.29,Yes
270.49,494.34,Yes
254.54,503.58,Yes
241.01,524.59,Yes
214.94,540.32,Yes
204.6,548.13,Yes
181.83,559.02,Yes
168.63,564.19,Yes
156.31,564.19,Yes
144.43,561,Yes
134.64,568.15,Yes
130.02,574.2,Yes
113.52,572.99,Yes
108.9,581.68,Yes
100.76,583.44,Yes
95.15,589.49,Yes
91.96,597.52,Yes
88.44,605.11,Yes
88.88,609.84,Yes
88.88,619.52,Yes
88.55,625.9,Yes
91.74,635.8,Yes
90.64,640.42,Yes
96.91,645.04,Yes
100.1,638,Yes
112.64,638.44,Yes
126.5,627.77,Yes
147.29,621.39,Yes
163.24,608.85,Yes
189.31,604.45,Yes
208.34,600.82,Yes
228.69,587.95,Yes
259.27,584.1,Yes
283.14,566.72,Yes
304.92,554.18,Yes
310.53,543.95,Yes
312.4,534.71,Yes
314.16,519.64,Yes
332.53,506.88,Yes
340.01,493.9,Yes
350.02,480.81,Yes
361.68,467.61,Yes
374.77,458.7,Yes
385.77,443.19,Yes
392.04,432.41,Yes
402.49,421.63,Yes
409.86,406.12,Yes
416.57,393.8,Yes
429.22,382.58,Yes
443.63,367.51,Yes
452.43,351.12,Yes
460.57,334.84,Yes
476.63,320.32,Yes
484.66,298.21,Yes
495.44,277.53,Yes
507.65,263.01,Yes
519.53,244.97,Yes
529.1,225.5,Yes
538.45,209.88,Yes
552.09,187.11,Yes
563.31,164.01,Yes
573.21,141.79,Yes
573.43,113.74,Yes
585.97,87.67,Yes
592.68,63.8,Yes
599.72,46.53,Yes
604.67,38.94,Yes
611.82,33.88,Yes
621.61,28.93,Yes
630.74,26.4,Yes
637.12,21.34,Yes
644.38,16.28,Yes
649.33,13.75,Yes
646.8,7.48,Yes
658.68,4.95,Yes
663.85,0,Yes
666.71,0,Yes
670.01,0,Yes
671.66,0,Yes
677.93,4.95,Yes
674.96,10.01,Yes
673.2,17.6,Yes
673.2,25.19,Yes
671.66,39.27,Yes
671.66,51.92,Yes
664.73,109.56,Yes
655.49,142.78,Yes
641.08,114.95,Yes
634.15,104.61,Yes
625.9,114.95,Yes
620.62,122.21,Yes
613.03,135.85,Yes
606.1,150.15,Yes
594.33,177.21,Yes
586.85,193.16,Yes
569.58,210.76,Yes
559.35,225.17,Yes
545.49,242.33,Yes
532.51,262.02,Yes
522.83,277.53,Yes
499.29,289.96,Yes
483.23,305.25,Yes
467.5,320.1,Yes
450.89,338.14,Yes
435.49,352.99,Yes
419.43,366.19,Yes
407,385.88,Yes
390.72,402.27,Yes
376.97,421.41,Yes
356.51,435.71,Yes
346.94,456.06,Yes
325.38,471.13,Yes
309.76,480.37,Yes
296.67,494.34,Yes
279.84,508.53,Yes
263.12,520.3,Yes
250.14,540.43,Yes
237.71,551.32,Yes
219.23,568.26,Yes
204.16,581.24,Yes
184.36,600.6,Yes
172.92,612.59,Yes
155.43,621.83,Yes
145.75,632.17,Yes
131.89,641.52,Yes
122.1,654.28,Yes
100.1,667.7,Yes
88.11,679.36,Yes
71.83,686.51,Yes
58.3,690.8,Yes
50.38,693.66,Yes
39.71,700.92,Yes
30.03,700.92,Yes
26.95,700.81,Yes
18.81,699.82,Yes
22.11,695.53,Yes
23.87,698.5,Yes
25.3,700.37,Yes
40.26,696.96,Yes
43.34,693.99,Yes
43.34,691.68,Yes
46.42,691.68,Yes
47.74,690.47,Yes
54.23,684.53,Yes
51.26,684.97,Yes
48.29,689.59,Yes
75.9,682.44,Yes
127.27,674.74,Yes
145.86,665.28,Yes
170.06,652.52,Yes
188.32,645.04,Yes
204.38,635.8,Yes
215.71,617.21,Yes
221.43,598.95,Yes
224.29,582.23,Yes
231.66,569.47,Yes
239.36,552.2,Yes
252.78,537.46,Yes
262.24,523.6,Yes
279.07,506.88,Yes
296.34,492.03,Yes
312.62,483.89,Yes
326.92,464.75,Yes
352.11,446.49,Yes
365.97,424.93,Yes
385.44,410.96,Yes
398.64,391.38,Yes
418.33,376.53,Yes
445.06,355.19,Yes
458.59,331.54,Yes
481.36,310.97,Yes
509.96,278.74,Yes
530.09,262.35,Yes
540.1,241.89,Yes
554.07,217.69,Yes
564.3,189.2,Yes
577.39,166.43,Yes
587.29,127.71,Yes
599.5,98.45,Yes
610.72,81.18,Yes
617.65,61.6,Yes
628.98,47.52,Yes
644.82,37.84,Yes
654.72,32.34,Yes
661.54,22.22,Yes
669.13,13.42,Yes
675.73,9.57,Yes
681.12,5.72,Yes
682.77,0,Yes
691.13,0,Yes
691.13,0,Yes
697.73,0,Yes
699.49,0,Yes
699.49,0,Yes
701.03,0,Yes
701.91,0,Yes
697.51,4.95,Yes
699.16,7.48,Yes
697.07,12.54,Yes
697.07,17.6,Yes
688.71,31.79,Yes
686.73,52.14,Yes
683.54,56.1,Yes
678.26,94.27,Yes
668.25,124.85,Yes
658.13,109.89,Yes
648.78,100.43,Yes
641.85,101.2,Yes
643.5,117.59,Yes
630.08,140.14,Yes
621.39,162.8,Yes
611.93,190.63,Yes
600.16,209,Yes
587.18,230.78,Yes
563.64,252.01,Yes
545.93,276.43,Yes
525.25,294.36,Yes
499.62,306.9,Yes
475.53,322.74,Yes
456.17,348.37,Yes
426.25,366.41,Yes
403.92,395.45,Yes
378.73,417.23,Yes
353.43,434.72,Yes
325.27,464.97,Yes
302.28,484.88,Yes
278.19,507.32,Yes
249.81,530.97,Yes
224.51,548.79,Yes
215.05,575.63,Yes
191.18,585.42,Yes
174.35,607.53,Yes
158.95,624.03,Yes
142.78,636.24,Yes
132.11,651.31,Yes
111.32,660.22,Yes
101.53,674.96,Yes
90.97,687.72,Yes
81.95,699.93,Yes
76.34,709.72,Yes
59.84,716.87,Yes
52.58,721.6,Yes
46.53,725.78,Yes
39.27,725.78,Yes
32.67,725.78,Yes
29.59,720.83,Yes
20.13,720.94,Yes
16.94,715.66,Yes
16.94,715.66,Yes
15.07,712.69,Yes
24.42,712.69,Yes
27.5,714.89,Yes
30.8,718.3,Yes
42.68,712.58,Yes
44.55,714.45,Yes
45.87,709.94,Yes
52.14,709.94,Yes
55.11,709.94,Yes
51.92,705.43,Yes
69.52,699.71,Yes
87.34,687.17,Yes
113.3,681.34,Yes
142.56,668.69,Yes
168.08,646.25,Yes
182.71,633.05,Yes
202.18,613.47,Yes
230.12,599.72,Yes
245.52,580.36,Yes
258.61,560.45,Yes
281.49,538.12,Yes
298.43,516.78,Yes
313.83,492.14,Yes
330.66,460.57,Yes
342.98,437.25,Yes
360.03,405.02,Yes
380.05,377.85,Yes
398.64,349.47,Yes
426.36,321.75,Yes
447.04,291.06,Yes
468.05,266.97,Yes
490.49,245.63,Yes
504.9,223.52,Yes
526.79,199.43,Yes
544.72,182.27,Yes
550.88,166.43,Yes
557.59,152.79,Yes
562.21,138.71,Yes
563.86,136.18,Yes
570.24,126.61,Yes
572,126.61,Yes
572,126.72,Yes
576.95,131.56,Yes
575.3,133.98,Yes
570.57,136.51,Yes
565.73,150.15,Yes
559.24,166.87,Yes
551.43,187.22,Yes
537.02,212.3,Yes
519.31,240.79,Yes
500.5,268.95,Yes
474.76,293.92,Yes
452.32,313.94,Yes
426.58,338.03,Yes
393.14,361.02,Yes
365.75,388.41,Yes
343.97,414.26,Yes
319.44,444.51,Yes
293.15,477.51,Yes
274.12,504.13,Yes
253.66,532.18,Yes
231.44,559.46,Yes
217.91,588.28,Yes
203.06,607.09,Yes
193.6,634.92,Yes
181.39,648.78,Yes
167.86,661.32,Yes
160.16,677.05,Yes
152.57,688.16,Yes
146.63,697.51,Yes
134.75,711.04,Yes
128.81,713.57,Yes
124.63,719.62,Yes
106.81,719.62,Yes
100.65,720.17,Yes
94.6,720.06,Yes
93.17,723.03,Yes
86.79,723.91,Yes
88.66,720.17,Yes
87.34,719.62,Yes
82.39,719.62,Yes
82.94,719.62,Yes
81.07,717.75,Yes
79.75,719.73,Yes
79.75,719.29,Yes
81.62,717.42,Yes
82.72,715.33,Yes
86.35,713.46,Yes
87.89,711.15,Yes
91.08,708.18,Yes
99.11,708.29,Yes
109.45,704.11,Yes
122.43,693.11,Yes
133.54,686.51,Yes
147.29,677.38,Yes
159.83,668.25,Yes
171.93,651.2,Yes
184.8,637.23,Yes
192.17,623.81,Yes
206.14,616.44,Yes
219.78,597.3,Yes
238.48,583.66,Yes
263.67,569.47,Yes
288.09,550.55,Yes
303.6,533.28,Yes
320.98,515.46,Yes
329.12,489.94,Yes
345.51,464.09,Yes
360.58,435.82,Yes
375.65,413.27,Yes
392.48,382.47,Yes
411.18,355.74,Yes
425.37,321.09,Yes
445.72,285.78,Yes
463.1,256.52,Yes
479.05,225.06,Yes
493.46,202.62,Yes
510.84,177.98,Yes
531.52,153.01,Yes
550.44,128.81,Yes
561.22,97.13,Yes
575.85,80.96,Yes
593.01,70.84,Yes
606.32,59.07,Yes
618.31,56.21,Yes
634.59,41.03,Yes
641.52,36.19,Yes
641.41,29.37,Yes
646.8,20.57,Yes
646.8,12.21,Yes
654.83,5.72,Yes
659.67,3.74,Yes
663.41,0,Yes
663.96,0,Yes
673.09,0,Yes
678.04,0,Yes
678.37,4.95,Yes
676.83,4.95,Yes
678.59,17.05,Yes
675.18,27.17,Yes
672.65,45.98,Yes
665.72,65.78,Yes
652.85,112.31,Yes
637.67,165.44,Yes
627.33,167.97,Yes
611.93,168.52,Yes
590.59,187.11,Yes
572.11,216.37,Yes
556.49,245.08,Yes
536.58,275.77,Yes
522.5,304.04,Yes
502.59,330.77,Yes
484.99,353.43,Yes
475.09,372.24,Yes
458.59,385.22,Yes
448.14,393.14,Yes
429.44,404.36,Yes
422.84,413.6,Yes
406.01,420.53,Yes
398.31,427.57,Yes
388.41,438.46,Yes
385.55,444.29,Yes
382.36,454.19,Yes
371.14,460.02,Yes
369.71,467.39,Yes
361.46,474.32,Yes
357.5,482.79,Yes
352.55,487.85,Yes
346.83,494.34,Yes
343.09,492.69,Yes
343.09,496.98,Yes
337.81,503.36,Yes
334.73,502.15,Yes
336.27,499.29,Yes
332.53,506.33,Yes
331.76,505.78,Yes
329.67,512.49,Yes
330.99,510.18,Yes
328.46,508.64,Yes
322.85,512.38,Yes
322.85,514.69,Yes
322.85,519.09,Yes
314.71,515.68,Yes
314.71,515.79,Yes
314.71,515.13,Yes
316.91,515.13,Yes
318.67,510.84,Yes
319,507.54,Yes
320.43,507.54,Yes
323.62,512.38,Yes
323.62,514.25,Yes
328.13,511.83,Yes
328.13,516.01,Yes
330,516.67,Yes
330,516.67,Yes
333.85,516.67,Yes
333.08,514.36,Yes
335.61,511.83,Yes
337.37,509.96,Yes
335.61,509.96,Yes
335.61,503.36,Yes
330.55,503.36,Yes
332.31,501.49,Yes
332.31,491.59,Yes
332.31,494.56,Yes
335.39,492.69,Yes
341.11,489.72,Yes
342.54,486.09,Yes
346.83,483.01,Yes
350.02,476.41,Yes
358.6,468.71,Yes
364.32,461.34,Yes
374.66,454.74,Yes
381.15,442.2,Yes
391.82,430.76,Yes
410.74,412.94,Yes
423.28,399.85,Yes
435.38,384.78,Yes
448.69,367.4,Yes
461.01,348.7,Yes
481.47,326.59,Yes
493.46,300.41,Yes
507.98,273.57,Yes
524.59,240.68,Yes
543.51,211.53,Yes
554.84,177.98,Yes
565.51,150.37,Yes
580.47,119.02,Yes
594.99,95.04,Yes
607.42,73.92,Yes
620.84,59.73,Yes
632.39,51.92,Yes
638.88,41.03,Yes
653.51,29.59,Yes
659.67,20.9,Yes
669.02,10.23,Yes
667.48,0,Yes
669.24,0,Yes
667.37,0,Yes
665.83,0,Yes
662.64,0,Yes
662.64,4.51,Yes
656.15,9.46,Yes
652.74,23.65,Yes
659.89,94.16,Yes
650.1,167.42,Yes
639.32,156.97,Yes
625.46,128.81,Yes
624.91,140.91,Yes
615.78,158.62,Yes
603.9,179.63,Yes
586.19,214.83,Yes
573.65,254.43,Yes
545.38,283.03,Yes
527.45,310.86,Yes
490.93,333.41,Yes
460.9,348.15,Yes
431.31,369.27,Yes
404.25,391.05,Yes
377.08,409.86,Yes
353.1,433.84,Yes
319.11,460.02,Yes
297,484.22,Yes
265.54,507.98,Yes
239.8,531.08,Yes
208.34,556.38,Yes
187,573.32,Yes
157.63,584.43,Yes
147.73,602.58,Yes
133.1,613.8,Yes
116.71,629.97,Yes
101.97,638.22,Yes
73.59,654.28,Yes
58.3,659.01,Yes
45.1,673.64,Yes
34.32,680.68,Yes
25.52,693.33,Yes
21.12,697.18,Yes
13.2,698.17,Yes
8.8,707.74,Yes
0,712.36,Yes
0,715.22,Yes
0,713.02,Yes
0,713.02,Yes
0,714.45,Yes
0,713.35,Yes
0,709.28,Yes
0,714.89,Yes
0,714.34,Yes
0,714.34,Yes
0,715,Yes
0,716.54,Yes
0,726,Yes
0,726,Yes
0,728.31,Yes
0,725.01,Yes
0,734.69,Yes
0,733.7,Yes
0,726.33,Yes
0,731.06,Yes
0,736.67,Yes
0,733.37,Yes
0,728.86,Yes
0,728.09,Yes
0,729.08,Yes
0,725.89,Yes
0,726.99,Yes
7.59,725.78,Yes
10.12,723.25,Yes
17.71,719.18,Yes
26.51,716.76,Yes
32.34,709.06,Yes
40.15,699.05,Yes
63.8,687.17,Yes
114.07,675.84,Yes
138.27,657.14,Yes
169.18,637.01,Yes
206.14,612.81,Yes
229.68,586.3,Yes
260.04,562.65,Yes
286.22,524.7,Yes
320.54,486.2,Yes
350.02,458.59,Yes
379.5,416.13,Yes
397.76,382.36,Yes
420.64,346.94,Yes
434.39,313.61,Yes
446.38,265.21,Yes
463.87,217.8,Yes
475.42,192.61,Yes
488.51,179.52,Yes
497.42,171.38,Yes
509.19,160.93,Yes
518.43,146.85,Yes
529.98,118.14,Yes
539.11,93.5,Yes
546.26,79.09,Yes
557.48,74.47,Yes
569.03,65.23,Yes
580.8,51.92,Yes
586.3,46.09,Yes
598.07,36.52,Yes
614.24,24.97,Yes
624.36,13.42,Yes
637.45,3.74,Yes
644.6,0,Yes
658.79,0,Yes
668.47,0,Yes
668.58,0,Yes
676.72,0,Yes
678.04,0,Yes
685.96,0,Yes
687.94,0,Yes
688.05,0,Yes
690.03,0,Yes
691.68,0,Yes
688.82,0,Yes
690.69,0,Yes
694.54,0,Yes
689.81,0,Yes
690.8,0,Yes
696.19,0,Yes
695.53,0,Yes
698.39,0,Yes
695.97,0,Yes
700.48,0,Yes
702.57,0,Yes
705.32,0,Yes
711.7,0,Yes
709.06,0,Yes
707.85,0,Yes
719.73,0,Yes
712.25,0,Yes
711.92,0,Yes
713.79,0,Yes
708.4,0,Yes
708.51,0,Yes
700.48,0,Yes
703.23,0,Yes
700.26,0,Yes
701.58,0,Yes
698.39,0,Yes
697.73,0,Yes
697.18,0,Yes
689.92,0,Yes
683.76,0,Yes
678.37,0,Yes
675.07,0,Yes
666.93,9.24,Yes
661.54,30.14,Yes
653.84,58.96,Yes
648.23,103.95,Yes
634.59,172.15,Yes
614.46,221.43,Yes
599.94,252.67,Yes
585.75,258.94,Yes
548.9,267.41,Yes
530.86,275.99,Yes
509.19,290.95,Yes
484.55,301.18,Yes
449.9,314.27,Yes
417.89,325.82,Yes
393.25,336.82,Yes
372.13,348.15,Yes
354.97,364.98,Yes
333.52,374.99,Yes
292.82,388.41,Yes
253.11,408.54,Yes
209.11,435.71,Yes
164.34,457.38,Yes
133.98,479.71,Yes
111.87,504.79,Yes
103.29,530.75,Yes
98.01,547.14,Yes
87.78,575.41,Yes
71.94,587.51,Yes
62.26,601.81,Yes
35.2,618.2,Yes
17.6,634.7,Yes
0,646.91,Yes
0,653.62,Yes
0,664.84,Yes
0,680.13,Yes
0,687.94,Yes
0,698.94,Yes
0,708.73,Yes
0,716.32,Yes
0,724.9,Yes
0,724.57,Yes
0,730.29,Yes
0,732.05,Yes
0,735.9,Yes
0,734.69,Yes
0,729.41,Yes
0,730.07,Yes
0,726,Yes
0,718.52,Yes
0,714.56,Yes
0,712.69,Yes
0,715.77,Yes
0,713.79,Yes
0,715.88,Yes
0,722.59,Yes
0,724.13,Yes
0,728.31,Yes
0,734.8,Yes
0,734.36,Yes
0,740.85,Yes
0,741.73,Yes
0,749.21,Yes
0,743.6,Yes
0,740.96,Yes
0,745.03,Yes
0,740.96,Yes
0,741.62,Yes
0,735.9,Yes
0,734.47,Yes
0,732.27,Yes
0,733.37,Yes
0,729.08,Yes
0,721.93,Yes
0,715.99,Yes
0,712.03,Yes
0,701.36,Yes
5.06,691.24,Yes
15.18,685.85,Yes
22.77,670.12,Yes
35.42,651.31,Yes
48.07,631.18,Yes
78.1,606.65,Yes
130.02,578.82,Yes
176.77,549.23,Yes
220.33,515.79,Yes
258.5,487.63,Yes
288.97,451,Yes
326.04,404.47,Yes
362.45,357.61,Yes
384.89,312.29,Yes
413.05,259.71,Yes
429.77,215.49,Yes
442.64,189.75,Yes
454.85,167.2,Yes
465.63,131.34,Yes
473.33,107.14,Yes
486.09,84.15,Yes
495.11,72.49,Yes
504.24,55.55,Yes
513.81,45.32,Yes
532.95,33.77,Yes
537.9,13.42,Yes
552.31,0,Yes
563.42,0,Yes
576.29,0,Yes
596.31,0,Yes
605.88,0,Yes
612.04,0,Yes
613.91,0,Yes
613.69,0,Yes
622.71,0,Yes
619.96,0,Yes
615.01,0,Yes
616.11,0,Yes
613.47,0,Yes
607.09,0,Yes
608.52,0,Yes
603.79,0,Yes
600.6,0,Yes
595.76,0,Yes
589.27,0,Yes
589.27,0,Yes
578.93,0,Yes
594.22,0,Yes
600.82,0,Yes
604.12,0,Yes
608.96,0,Yes
615.34,0,Yes
617.1,0,Yes
617.1,0,Yes
617.32,0,Yes
622.16,0,Yes
622.16,0,Yes
622.38,0,Yes
620.73,0,Yes
626.89,0,Yes
631.29,0,Yes
634.26,0,Yes
638.99,0,Yes
638.99,0,Yes
642.07,0,Yes
647.79,0,Yes
650.87,0,Yes
648.89,0,Yes
651.42,0,Yes
655.71,0,Yes
655.27,0,Yes
660.99,0,Yes
657.58,0,Yes
663.52,0,Yes
661.98,0,Yes
660.66,0,Yes
662.42,0,Yes
659.56,0,Yes
655.93,9.24,Yes
650.87,27.72,Yes
638.11,48.62,Yes
626.34,84.48,Yes
614.02,141.57,Yes
601.04,188.54,Yes
573.32,223.3,Yes
552.42,260.7,Yes
522.5,300.08,Yes
497.31,328.9,Yes
469.15,368.94,Yes
444.51,407.99,Yes
407.22,440.11,Yes
368.39,461.01,Yes
338.47,472.12,Yes
300.3,481.47,Yes
263.67,487.96,Yes
253.99,488.4,Yes
234.08,492.25,Yes
213.95,497.64,Yes
178.64,499.07,Yes
134.86,502.04,Yes
85.03,511.06,Yes
66.66,526.79,Yes
51.48,551.87,Yes
51.48,572.88,Yes
44,592.68,Yes
35.2,609.18,Yes
26.4,628.21,Yes
8.8,644.93,Yes
0,660.11,Yes
0,679.25,Yes
0,683.43,Yes
0,693.11,Yes
0,702.79,Yes
0,705.65,Yes
0,706.64,Yes
0,712.14,Yes
0,717.42,Yes
0,717.42,Yes
0,717.42,Yes
0,714.12,Yes
0,709.94,Yes
0,715.44,Yes
0,712.91,Yes
0,710.27,Yes
0,708.4,Yes
0,708.51,Yes
0,707.96,Yes
0,713.35,Yes
0,713.35,Yes
0,715.88,Yes
0,717.86,Yes
0,717.97,Yes
0,721.71,Yes
0,722.59,Yes
0,726.22,Yes
0,738.98,Yes
0,737.55,Yes
0,743.82,Yes
0,749.65,Yes
0,748.22,Yes
0,748.99,Yes
0,752.84,Yes
0,748.77,Yes
0,748.11,Yes
0,751.85,Yes
0,753.94,Yes
0,748.66,Yes
0,751.19,Yes
0,753.5,Yes
0,756.69,Yes
0,754.71,Yes
0,748,Yes
0,745.8,Yes
5.06,739.86,Yes
7.59,740.63,Yes
10.12,728.97,Yes
15.18,720.61,Yes
25.3,712.14,Yes
35.64,701.58,Yes
59.84,687.83,Yes
103.84,673.97,Yes
153.45,658.24,Yes
208.34,644.05,Yes
241.12,614.35,Yes
262.24,585.75,Yes
294.47,552.75,Yes
321.2,516.67,Yes
339.9,468.16,Yes
353.43,424.05,Yes
370.04,384.67,Yes
386.54,343.64,Yes
398.2,303.27,Yes
408.54,256.41,Yes
411.4,220.44,Yes
425.04,214.61,Yes
432.85,207.9,Yes
444.95,200.64,Yes
456.28,178.97,Yes
473.66,155.1,Yes
489.39,135.74,Yes
509.52,112.09,Yes
523.38,102.74,Yes
544.5,90.42,Yes
558.36,81.07,Yes
571.12,69.74,Yes
585.31,51.92,Yes
594.99,36.52,Yes
613.69,22.99,Yes
624.91,9.57,Yes
638.11,5.72,Yes
652.3,0,Yes
660.22,0,Yes
673.2,0,Yes
676.28,0,Yes
683.1,0,Yes
687.72,0,Yes
685.52,0,Yes
689.04,0,Yes
683.32,0,Yes
681.34,0,Yes
678.48,0,Yes
675.18,0,Yes
674.63,0,Yes
671.77,0,Yes
670.45,0,Yes
670.23,0,Yes
676.5,0,Yes
676.83,0,Yes
675.29,0,Yes
675.18,0,Yes
679.25,0,Yes
686.18,0,Yes
689.15,0,Yes
688.05,0,Yes
694.76,0,Yes
690.47,0,Yes
693.99,0,Yes
698.83,0,Yes
695.64,0,Yes
694.21,0,Yes
694.54,0,Yes
691.68,0,Yes
688.16,0,Yes
685.41,0,Yes
682.66,0,Yes
685.52,0,Yes
673.09,0,Yes
680.35,0,Yes
674.52,0,Yes
666.93,0,Yes
661.76,0,Yes
658.24,0,Yes
651.42,0,Yes
649.77,9.24,Yes
647.68,13.86,Yes
640.53,27.72,Yes
639.54,47.19,Yes
635.03,82.17,Yes
618.64,122.32,Yes
612.81,177.21,Yes
599.17,199.98,Yes
589.05,212.85,Yes
575.74,230.78,Yes
556.38,255.75,Yes
525.25,273.57,Yes
499.4,295.9,Yes
472.89,318.23,Yes
444.51,340.34,Yes
414.59,357.39,Yes
389.73,370.37,Yes
360.8,380.82,Yes
341.55,393.91,Yes
311.19,409.53,Yes
272.47,427.24,Yes
230.67,447.59,Yes
187.22,461.67,Yes
149.93,491.15,Yes
124.74,506.55,Yes
111.54,523.05,Yes
96.47,549.56,Yes
80.63,568.92,Yes
48.4,585.42,Yes
30.8,608.74,Yes
13.2,620.07,Yes
0,631.51,Yes
0,642.84,Yes
0,654.17,Yes
0,669.9,Yes
0,677.82,Yes
0,683.43,Yes
0,692.45,Yes
0,696.96,Yes
0,704.11,Yes
0,704,Yes
0,702.24,Yes
0,701.91,Yes
0,700.15,Yes
0,699.05,Yes
0,698.06,Yes
0,699.6,Yes
0,695.53,Yes
0,692.56,Yes
0,692.34,Yes
0,685.96,Yes
0,685.41,Yes
0,685.96,Yes
0,687.06,Yes
0,689.37,Yes
0,689.7,Yes
0,693.99,Yes
0,693.66,Yes
0,695.64,Yes
0,699.82,Yes
0,701.8,Yes
0,701.69,Yes
0,701.69,Yes
0,703.78,Yes
0,703.56,Yes
0,703.01,Yes
0,700.48,Yes
5.06,700.26,Yes
7.59,695.09,Yes
10.12,693.77,Yes
10.12,687.06,Yes
12.65,675.4,Yes
15.18,667.92,Yes
15.18,657.36,Yes
17.71,637.23,Yes
25.3,623.7,Yes
32.89,605.11,Yes
54.56,594,Yes
92.4,570.57,Yes
138.82,559.13,Yes
186.45,551.65,Yes
231.22,525.91,Yes
276.98,498.3,Yes
305.36,462.66,Yes
333.63,426.91,Yes
354.2,382.03,Yes
373.67,339.57,Yes
395.12,316.25,Yes
410.74,260.7,Yes
433.51,230.56,Yes
435.16,208.12,Yes
457.6,193.27,Yes
473.33,174.13,Yes
483.01,146.74,Yes
494.12,125.29,Yes
505.34,110.44,Yes
511.83,95.81,Yes
528,88.55,Yes
539,74.8,Yes
546.92,65.45,Yes
560.12,59.4,Yes
569.8,47.19,Yes
581.13,35.64,Yes
589.16,19.14,Yes
599.06,7.59,Yes
604.01,3.74,Yes
617.1,0,Yes
624.91,0,Yes
629.64,0,Yes
639.21,0,Yes
644.05,0,Yes
